trial primary/dMass cbp/dOrbPeriod cbp/dMass cbp/dEnvelopeMass 
rand_0463 0.210037 -34.636420 -1.255534 -0.017610 
rand_0464 0.940000 -11.211502 -0.841436 -0.005919 
rand_0465 1.349068 -17.225833 -1.379637 -0.022585 
rand_0466 1.042576 -47.866254 -3.939405 -0.382238 
rand_0467 0.780000 -42.553767 -5.598716 -0.991498 
rand_0468 0.761226 -31.159183 -3.737734 -0.331300 
rand_0469 0.435083 -21.133827 -2.814393 -0.157044 
rand_0470 0.990000 -21.919422 -4.795717 -0.649093 
rand_0471 1.150000 -10.795389 -6.291211 -1.344660 
rand_0472 0.644082 -30.201237 -1.296158 -0.019049 
rand_0473 0.920000 -44.304592 -9.873749 -4.619146 
rand_0474 1.260883 -23.697640 -0.694331 -0.003548 
rand_0475 1.000000 -25.995619 -4.691348 -0.617562 
rand_0476 1.340000 -11.048709 -6.470477 -1.463956 
rand_0477 0.580000 -17.240619 -0.792553 -0.005000 
rand_0478 0.930000 -27.264728 -2.784305 -0.148964 
rand_0479 0.930000 -47.172033 -6.199606 -1.298187 
rand_0480 0.370000 -39.454560 -5.674132 -1.031536 
rand_0481 0.860000 -42.471547 -2.886647 -0.168640 
rand_0482 0.894983 -34.409044 -3.179243 -0.217325 
rand_0483 1.341475 -34.144536 -0.551281 -0.001940 
rand_0484 1.270000 -51.762696 -6.680898 -1.585663 
rand_0485 0.990000 -12.674904 -4.583218 -0.569826 
rand_0486 1.000000 -54.890686 -1.960724 -0.058882 
rand_0487 0.890000 -56.828337 -2.783893 -0.150012 
rand_0488 0.213473 -49.114053 -2.066141 -0.067651 
rand_0489 1.010000 -10.794642 -0.807729 -0.005237 
rand_0490 0.690000 -56.142755 -4.663316 -0.602267 
rand_0491 1.040000 -34.169565 -3.314350 -0.243434 
rand_0492 0.996073 -13.828234 -1.983506 -0.060479 
rand_0493 1.332838 -42.640926 -2.021171 -0.063718 
rand_0494 0.850000 -58.158749 -6.631454 -1.567366 
rand_0495 1.064543 -32.467104 -1.976503 -0.059712 
rand_0496 1.004289 -21.832805 -1.859676 -0.050278 
rand_0497 0.870000 -41.549714 -2.748028 -0.143990 
rand_0498 0.820000 -46.213545 -2.928674 -0.170028 
rand_0499 0.850000 -25.434939 -4.348046 -0.505301 
rand_0500 0.778055 -11.773206 -1.137452 -0.013485 
rand_0501 0.830000 -22.841403 -3.966664 -0.398611 
rand_0502 1.073785 -45.262011 -1.860302 -0.049803 
rand_0503 1.000000 -56.841372 -6.821246 -1.692365 
rand_0504 0.631841 -21.884626 -1.579569 -0.032581 
rand_0505 0.890000 -26.514730 -1.922364 -0.054827 
rand_0506 1.001453 -46.199894 -3.178543 -0.215144 
rand_0507 1.060000 -40.706335 -5.173871 -0.805136 
rand_0508 1.389376 -48.899445 -1.986959 -0.061381 
rand_0509 1.180000 -27.157761 -3.964082 -0.391427 
rand_0510 0.930000 -17.589363 -4.113157 -0.428665 
rand_0511 0.860000 -30.365054 -2.566823 -0.119186 
rand_0512 0.230000 -23.757350 -2.182471 -0.076302 
rand_0513 0.947061 -46.676328 -2.717661 -0.140882 
rand_0514 0.850000 -29.918398 -5.000495 -0.731388 
rand_0515 0.734869 -28.773838 -1.185512 -0.015120 
rand_0516 1.000000 -45.872163 -6.130953 -1.237684 
rand_0517 0.649243 -19.477053 -0.178921 -0.000090 
rand_0518 1.090000 -47.918730 -1.593728 -0.033414 
rand_0519 1.240000 -51.432526 -2.811265 -0.151658 
rand_0520 1.190000 -56.079837 -3.666752 -0.320543 
rand_0521 0.327477 -40.976296 -1.900572 -0.053168 
rand_0522 0.796880 -16.746786 -2.327699 -0.093316 
rand_0523 1.120000 -32.771679 -3.065466 -0.196260 
rand_0524 0.760000 -45.697658 -2.705546 -0.137626 
rand_0525 1.060000 -29.876414 -1.532077 -0.029116 
rand_0526 0.699950 -47.716230 -3.438448 -0.267704 
rand_0527 1.144476 -49.451078 -3.270755 -0.230427 
rand_0528 1.237843 -38.382630 -1.490921 -0.027509 
rand_0529 1.060000 -26.306844 -7.824655 -2.471704 
rand_0530 0.930000 -19.093733 -3.100533 -0.201349 
rand_0531 0.890000 -51.599224 -0.636348 -0.002818 
rand_0532 1.000000 -21.063443 -6.142837 -1.264373 
rand_0533 1.358211 -36.718252 -2.544782 -0.116677 
rand_0534 1.000000 -44.718086 -4.695290 -0.615292 
rand_0535 0.791632 -45.166898 -3.335763 -0.246967 
rand_0536 0.992784 -24.767575 -3.275923 -0.232772 
rand_0537 1.130000 -56.156715 -3.004264 -0.184615 
rand_0538 1.280000 -50.122320 -1.402262 -0.023764 
rand_0539 0.422317 -27.031697 -2.607863 -0.126296 
rand_0540 0.859795 -46.128366 -3.036878 -0.191740 
rand_0541 0.290919 -15.629255 -2.243504 -0.083103 
rand_0542 0.960000 -48.694384 -2.880538 -0.164936 
rand_0543 1.090000 -26.213722 -0.700671 -0.003636 
rand_0544 0.810000 -42.116759 -0.646778 -0.002924 
rand_0545 1.134470 -46.229159 -3.493650 -0.279873 
rand_0546 0.742688 -38.351597 -0.683764 -0.003357 
rand_0547 1.100000 -48.087928 -1.864456 -0.051448 
rand_0548 0.270000 -36.372741 -3.368179 -0.252184 
rand_0549 0.256057 -19.475334 -1.509349 -0.028415 
rand_0550 1.046204 -27.234751 -2.657424 -0.131527 
rand_0551 0.948834 -32.470435 -2.068520 -0.067247 
rand_0552 0.756244 -41.234456 -3.895220 -0.370778 
rand_0553 1.293351 -17.631468 -1.676590 -0.038135 
rand_0554 1.180000 -53.993488 -4.217036 -0.458177 
rand_0555 0.653882 -17.295528 -0.931691 -0.007922 
rand_0556 1.060000 -50.824963 -4.107297 -0.425323 
rand_0557 1.150000 -58.586690 -2.225169 -0.081865 
rand_0558 0.564836 -35.545873 -1.760615 -0.043619 
rand_0559 0.823854 -20.922145 -2.704974 -0.137813 
rand_0560 1.140000 -47.759289 -4.368856 -0.511849 
rand_0561 0.840000 -39.607782 -8.869693 -3.440949 
rand_0562 1.338025 -32.877985 -0.722368 -0.003899 
rand_0563 0.856877 -37.866492 -1.662275 -0.037117 
rand_0564 0.793406 -18.860906 -2.996156 -0.182608 
rand_0565 0.760413 -35.364540 -4.801684 -0.653668 
rand_0566 1.040000 -35.363687 -3.476870 -0.275996 
rand_0567 0.820000 -37.023686 -3.738026 -0.338893 
rand_0568 1.314404 -15.604035 -1.757457 -0.043681 
rand_0569 1.170000 -43.315513 -0.255226 -0.000235 
rand_0570 0.800000 -11.420125 -6.172187 -1.294992 
rand_0571 0.250000 -18.074679 -1.902705 -0.053876 
rand_0572 1.036068 -23.783456 -2.048849 -0.064789 
rand_0573 0.757015 -22.006301 -0.740440 -0.004197 
rand_0574 0.900000 -24.846830 -3.739961 -0.331201 
rand_0575 0.890000 -19.015017 -5.856142 -1.121101 
rand_0576 0.860000 -19.470465 -2.867640 -0.165187 
rand_0577 0.970000 -57.086031 -3.172649 -0.215433 
rand_0578 0.390000 -48.241235 -8.382071 -2.958489 
rand_0579 0.550000 -57.099601 -3.085775 -0.197313 
rand_0580 1.040000 -26.712229 -3.769428 -0.344393 
rand_0581 0.887674 -43.373553 -0.845462 -0.006038 
rand_0582 1.020000 -45.822352 -1.243130 -0.017314 
rand_0583 0.264811 -24.321423 -3.082407 -0.198461 
rand_0584 0.639922 -31.293551 -0.732094 -0.004131 
rand_0585 0.951735 -12.155040 -0.843268 -0.005965 
rand_0586 0.997869 -34.895443 -1.590217 -0.032895 
rand_0587 0.413644 -46.039247 -1.382772 -0.022753 
rand_0588 0.512068 -12.913462 -3.374225 -0.252067 
rand_0589 1.208304 -42.504838 -0.728476 -0.004016 
rand_0590 1.100000 -41.943254 -5.134099 -0.780707 
rand_0591 0.853824 -17.632579 -2.154763 -0.075275 
rand_0592 1.200000 -15.284194 -4.071307 -0.414481 
rand_0593 0.700000 -29.884835 -11.016592 -6.076765 
rand_0594 0.880000 -52.379432 -2.768064 -0.149347 
rand_0595 0.960000 -10.057147 -2.897222 -0.167090 
rand_0596 0.810000 -42.105296 -5.613342 -0.999601 
rand_0597 0.858299 -34.487965 -2.754315 -0.150016 
rand_0598 0.969271 -11.666764 -3.191714 -0.220117 
rand_0599 0.980000 -40.004935 -8.777242 -3.380379 
rand_0600 0.860000 -27.974599 -3.357495 -0.248867 
rand_0601 0.730000 -17.367866 -7.013945 -1.817655 
rand_0602 0.921847 -34.400152 -2.621195 -0.128857 
rand_0603 1.250975 -36.202933 -3.389203 -0.256708 
rand_0604 0.920000 -50.624772 -3.182560 -0.214326 
rand_0605 0.426315 -17.236697 -2.678142 -0.133916 
rand_0606 0.680000 -56.660891 -1.750356 -0.043327 
rand_0607 1.342726 -37.839994 -4.589305 -0.585079 
rand_0608 0.620000 -58.502388 -3.223926 -0.222952 
rand_0609 0.730000 -50.340144 -1.342518 -0.020789 
rand_0610 0.672560 -14.639227 -3.382413 -0.252199 
rand_0611 1.250000 -29.083920 -2.869452 -0.163711 
rand_0612 1.070000 -25.622605 -0.154854 -0.000062 
rand_0613 0.499033 -25.889179 -2.473134 -0.109792 
rand_0614 1.000000 -17.665222 -5.873845 -1.114659 
rand_0615 1.080000 -22.942474 -2.584989 -0.125116 
rand_0616 1.040000 -44.046998 -2.474927 -0.107833 
rand_0617 0.950000 -42.593119 -3.360049 -0.253919 
rand_0618 1.280000 -10.735457 -3.629246 -0.307627 
rand_0619 0.790000 -33.156907 -3.334212 -0.248790 
rand_0620 0.880000 -50.194415 -3.600857 -0.300616 
rand_0621 1.180000 -38.964461 -1.297750 -0.019188 
rand_0622 0.960326 -20.118639 -0.213288 -0.000143 
rand_0623 0.907596 -27.466901 -2.139145 -0.074127 
rand_0624 0.780000 -50.869507 -3.297996 -0.233135 
rand_0625 0.760000 -21.843508 -7.516111 -2.201736 
rand_0626 0.360607 -36.356417 -2.398463 -0.101098 
rand_0627 1.000000 -14.264792 -3.280316 -0.231262 
rand_0628 1.030000 -57.886567 -1.864988 -0.051050 
rand_0629 0.967708 -14.841424 -3.244229 -0.226483 
rand_0630 0.639576 -35.120191 -2.873729 -0.161511 
rand_0631 0.654719 -40.896014 -4.278475 -0.477772 
rand_0632 0.800000 -16.005896 -2.857664 -0.161607 
rand_0633 1.353467 -16.376363 -4.367817 -0.512292 
rand_0634 1.130000 -16.040434 -6.120291 -1.240716 
rand_0635 0.833770 -35.708739 -1.487612 -0.027231 
rand_0636 0.982267 -16.099355 -1.738897 -0.042149 
rand_0637 0.980000 -14.329767 -5.486362 -0.922539 
rand_0638 1.090000 -58.013974 -0.660206 -0.003081 
rand_0639 0.390000 -20.035595 -2.684749 -0.134660 
rand_0640 1.030000 -22.506950 -6.078106 -1.252768 
rand_0641 1.091373 -30.979634 -2.135405 -0.073095 
rand_0642 0.750000 -13.900266 -2.743849 -0.145170 
rand_0643 0.918344 -38.453653 -2.221490 -0.082815 
rand_0644 0.399134 -43.541341 -1.660016 -0.036927 
rand_0645 0.470000 -45.379077 -5.276265 -0.853987 
rand_0646 1.100000 -29.656555 -7.443831 -2.113557 
rand_0647 1.060000 -13.873803 -3.914453 -0.376327 
rand_0648 0.774166 -41.962047 -2.627554 -0.127584 
rand_0649 0.884725 -23.111790 -2.564948 -0.120369 
rand_0650 1.275438 -44.934376 -1.881547 -0.051531 
rand_0651 1.200000 -44.874221 -6.103893 -1.244587 
rand_0652 0.820000 -35.963839 -3.790026 -0.348664 
rand_0653 1.067794 -46.489908 -4.090538 -0.425645 
rand_0654 1.307863 -36.069450 -0.555848 -0.001929 
rand_0655 0.721661 -30.467940 -2.020470 -0.062695 
rand_0656 0.642633 -21.372484 -2.982758 -0.183413 
rand_0657 0.672847 -19.302245 -1.616950 -0.034384 
rand_0658 1.180000 -56.410225 -6.108942 -1.266882 
rand_0659 0.443196 -42.602089 -4.058924 -0.407976 
rand_0660 0.940000 -20.281501 -1.156040 -0.014048 
rand_0661 0.610616 -43.373369 -2.060030 -0.067110 
rand_0662 0.840000 -55.338330 -2.229888 -0.083346 
rand_0663 0.970000 -23.439637 -1.687029 -0.038813 
rand_0664 1.068243 -34.150243 -1.441806 -0.025298 
rand_0665 1.275161 -36.026812 -3.196674 -0.216535 
rand_0666 0.920000 -48.127440 -3.764653 -0.337138 
rand_0667 0.930000 -48.861848 -4.727930 -0.628964 
rand_0668 1.160000 -54.701218 -4.302920 -0.487930 
rand_0669 1.020000 -52.494930 -2.862996 -0.161589 
rand_0670 1.139050 -28.968264 -1.373431 -0.022319 
rand_0671 1.310375 -29.208415 -2.190167 -0.079092 
rand_0672 1.388153 -16.853200 -3.427593 -0.266426 
rand_0673 1.138318 -49.325368 -2.471967 -0.109593 
rand_0674 1.105211 -41.419954 -1.960214 -0.059124 
rand_0675 0.770000 -46.470530 -0.534863 -0.001762 
rand_0676 0.960000 -36.774560 -1.629390 -0.035979 
rand_0677 1.000000 -10.464436 -4.546059 -0.566324 
rand_0678 0.838436 -23.384744 -2.719772 -0.140704 
rand_0679 0.230000 -52.570432 -5.591336 -0.975863 
rand_0680 0.960000 -31.828423 -2.851347 -0.160195 
rand_0681 0.466189 -36.555700 -1.898483 -0.052686 
rand_0682 0.900000 -11.649657 -5.192765 -0.800559 
rand_0683 1.044654 -43.984623 -2.855007 -0.160814 
rand_0684 0.772501 -18.330377 -2.738499 -0.144585 
rand_0685 0.713899 -28.460956 -1.549118 -0.030771 
rand_0686 0.160000 -54.898518 -1.820138 -0.047213 
rand_0687 1.085437 -27.905824 -2.837662 -0.157204 
rand_0688 0.820000 -21.041477 -1.400925 -0.023466 
rand_0689 0.671927 -41.812287 -1.362068 -0.021833 
rand_0690 0.800000 -18.054893 -6.155396 -1.288311 
rand_0691 0.950000 -47.619869 -3.686612 -0.322515 
rand_0692 1.040000 -32.798018 -2.138109 -0.074221 
rand_0693 1.300000 -22.807671 -5.027689 -0.740397 
rand_0694 0.940000 -35.954688 -2.788440 -0.151404 
rand_0695 0.290000 -29.514720 -5.412430 -0.902272 
rand_0696 1.261127 -17.623024 -2.480496 -0.108829 
rand_0697 0.719617 -29.006468 -0.459767 -0.001143 
rand_0698 1.307228 -21.136489 -1.914295 -0.054693 
rand_0699 0.451991 -23.762867 -2.124364 -0.072097 
rand_0700 0.730000 -41.056078 -4.948128 -0.715033 
rand_0701 0.461282 -16.843838 -2.265643 -0.086442 
rand_0702 1.167097 -11.161750 -2.298811 -0.088945 
rand_0703 1.193680 -40.729782 -1.452606 -0.025689 
rand_0704 0.830000 -24.327584 -4.589405 -0.585747 
rand_0705 0.710000 -31.853712 -5.115314 -0.768723 
rand_0706 1.331920 -32.427054 -3.900451 -0.372486 
rand_0707 0.950000 -39.641933 -5.303716 -0.849511 
rand_0708 0.930000 -14.927657 -1.959992 -0.059124 
rand_0709 1.325997 -48.816857 -3.464509 -0.272719 
rand_0710 1.130000 -50.450096 -3.700764 -0.319740 
rand_0711 0.770000 -47.153899 -4.887840 -0.691311 
rand_0712 1.297964 -20.802002 -1.436984 -0.025471 
rand_0713 1.114859 -16.942317 -0.182911 -0.000096 
rand_0714 1.110000 -57.271944 -1.337374 -0.020968 
rand_0715 1.290000 -15.200334 -5.541425 -0.965960 
rand_0716 0.880000 -20.364963 -4.602739 -0.582267 
rand_0717 1.170602 -48.170667 -1.407317 -0.023871 
rand_0718 0.630154 -40.453641 -0.517482 -0.001607 
rand_0719 0.575403 -26.392050 -2.662328 -0.133614 
rand_0720 1.040000 -47.593765 -3.789010 -0.342144 
rand_0721 0.460000 -49.160754 -4.465401 -0.544227 
rand_0722 0.699639 -48.281900 -0.938914 -0.008036 
rand_0723 0.906331 -46.501201 -2.819473 -0.153746 
rand_0724 0.840000 -16.366040 -6.171350 -1.294375 
rand_0725 1.152814 -41.505825 -0.359064 -0.000599 
rand_0726 1.040000 -22.317665 -2.925405 -0.167771 
rand_0727 0.680000 -18.401053 -2.039217 -0.065237 
rand_0728 0.543200 -10.569911 -1.731725 -0.041762 
rand_0729 0.930000 -35.863911 -5.703459 -1.043923 
rand_0730 1.060000 -51.715056 -3.676765 -0.314837 
rand_0731 0.687180 -37.758774 -3.992255 -0.403349 
rand_0732 0.777446 -31.756410 -2.580814 -0.122428 
rand_0733 1.050000 -44.750331 -3.072638 -0.198808 
rand_0734 0.188165 -25.844168 -1.388426 -0.023174 
rand_0735 0.672250 -11.402213 -2.517091 -0.115112 
rand_0736 0.920000 -45.050581 -5.358561 -0.887179 
rand_0737 1.200000 -40.807689 -3.076949 -0.194510 
rand_0738 0.900256 -17.098382 -0.854783 -0.006214 
rand_0739 1.240000 -12.233128 -0.651970 -0.002950 
rand_0740 1.030000 -40.903849 -3.029628 -0.188873 
rand_0741 0.426199 -49.020397 -3.469397 -0.272287 
rand_0742 1.240000 -37.098730 -0.755416 -0.004396 
rand_0743 0.990000 -23.371900 -1.980164 -0.060214 
rand_0744 1.390000 -46.662329 -2.463749 -0.108217 
rand_0745 1.333601 -21.619362 -4.108796 -0.437284 
rand_0746 1.245470 -31.033282 -1.597290 -0.033613 
rand_0747 1.223117 -30.228102 -2.422466 -0.103073 
rand_0748 0.810000 -48.786188 -2.845864 -0.157499 
rand_0749 1.377119 -46.776836 -2.395456 -0.100125 
rand_0750 1.033042 -49.751605 -2.614648 -0.128014 
rand_0751 0.970000 -11.065223 -1.725702 -0.041908 
rand_0752 0.715234 -34.742512 -3.568434 -0.292101 
rand_0753 1.000000 -23.652321 -4.251619 -0.470148 
rand_0754 1.215693 -16.245395 -3.244678 -0.224481 
rand_0755 1.201656 -14.901098 -1.238678 -0.016759 
rand_0756 1.049078 -30.544933 -2.618038 -0.127417 
rand_0757 0.970000 -13.897221 -4.222151 -0.463610 
rand_0758 1.100000 -50.923011 -1.450621 -0.026068 
rand_0759 1.010000 -33.679568 -3.215301 -0.225371 
rand_0760 0.240000 -11.563153 -5.797881 -1.088252 
rand_0761 0.990000 -33.407494 -2.020285 -0.063349 
rand_0762 1.330000 -59.700521 -5.485967 -0.949474 
rand_0763 1.280000 -43.101261 -4.573524 -0.570661 
rand_0764 0.770000 -45.273401 -2.890043 -0.168892 
rand_0765 0.460000 -10.677935 -2.322969 -0.092772 
rand_0766 0.250680 -21.122744 -0.362750 -0.000603 
rand_0767 0.891509 -32.297027 -1.990453 -0.061156 
rand_0768 1.030000 -47.845921 -4.958288 -0.727773 
rand_0769 0.504451 -25.681603 -2.616808 -0.127259 
rand_0770 1.167601 -40.037897 -1.312899 -0.019969 
rand_0771 1.000000 -27.822746 -5.684042 -1.026259 
rand_0772 0.580000 -12.000562 -9.257412 -3.829173 
rand_0773 1.090000 -12.586819 -5.424952 -0.920865 
rand_0774 1.100000 -14.383590 -1.940155 -0.056290 
rand_0775 0.900000 -41.317013 -4.701416 -0.611352 
rand_0776 1.160000 -35.673867 -2.118928 -0.071769 
rand_0777 1.390822 -49.577197 -1.238582 -0.017114 
rand_0778 0.410000 -23.475143 -1.807847 -0.046402 
rand_0779 0.880000 -31.558938 -1.416915 -0.024184 
rand_0780 0.633565 -31.930939 -2.639800 -0.129826 
rand_0781 1.278146 -20.975162 -1.942693 -0.056363 
rand_0782 0.920000 -29.283603 -3.978640 -0.394012 
rand_0783 0.540000 -19.290454 -5.984296 -1.179639 
rand_0784 1.120000 -11.999081 -6.525209 -1.507433 
rand_0785 0.813660 -33.064107 -1.886625 -0.051818 
rand_0786 1.050000 -50.808610 -1.596682 -0.033574 
rand_0787 1.010747 -17.949164 -2.684702 -0.135534 
rand_0788 0.850000 -26.151512 -5.249475 -0.851960 
rand_0789 0.513990 -32.588201 -3.222190 -0.225038 
rand_0790 1.070000 -29.851612 -0.411963 -0.000871 
rand_0791 0.980000 -24.703958 -1.102406 -0.012406 
rand_0792 1.195777 -17.332858 -3.865885 -0.366690 
rand_0793 0.710000 -30.271277 -1.060349 -0.011022 
rand_0794 1.022445 -29.352086 -4.246416 -0.470796 
rand_0795 0.860000 -17.499391 -4.256126 -0.475496 
rand_0796 0.970000 -58.700009 -2.525606 -0.115163 
rand_0797 0.870000 -33.203773 -6.722624 -1.635594 
rand_0798 1.110000 -40.159693 -5.503621 -0.936965 
rand_0799 1.162438 -21.141394 -2.547883 -0.115720 
rand_0800 0.780000 -13.389476 -1.435308 -0.025110 
rand_0801 1.100000 -49.191128 -2.015257 -0.062334 
rand_0802 1.030000 -33.408076 -1.891490 -0.052326 
rand_0803 1.221982 -39.604651 -3.306285 -0.240314 
rand_0804 1.235454 -38.511152 -2.328668 -0.093378 
rand_0805 1.060000 -27.271310 -2.621680 -0.125697 
rand_0806 1.127926 -28.755230 -1.888156 -0.051824 
rand_0807 0.680000 -49.313898 -1.877596 -0.051864 
rand_0808 0.960000 -14.577033 -5.000181 -0.736758 
rand_0809 0.774133 -41.500773 -0.312638 -0.000418 
rand_0810 0.430000 -18.517839 -4.033899 -0.407556 
rand_0811 1.150000 -57.977171 -4.533122 -0.554485 
rand_0812 0.136368 -41.205652 -4.006402 -0.400804 
rand_0813 0.740000 -46.569146 -8.328709 -2.916174 
rand_0814 1.090000 -35.270817 -7.094157 -1.848963 
rand_0815 1.040000 -42.772672 -2.871805 -0.163259 
rand_0816 1.090000 -41.089065 -1.455113 -0.026349 
rand_0817 1.050000 -31.954887 -2.566840 -0.120725 
rand_0818 0.549252 -41.834443 -1.726491 -0.041296 
rand_0819 0.908654 -19.084034 -2.563476 -0.120982 
rand_0820 0.940000 -57.003601 -2.910314 -0.168790 
rand_0821 0.736468 -13.563276 -1.637379 -0.035558 
rand_0822 0.553334 -14.145088 -3.910563 -0.381677 
rand_0823 1.110000 -19.626722 -4.475662 -0.548382 
rand_0824 0.944216 -15.955236 -2.324059 -0.092103 
rand_0825 0.970000 -11.830573 -1.078985 -0.011746 
rand_0826 0.990000 -28.753678 -4.510393 -0.563716 
rand_0827 0.920000 -14.822154 -5.569085 -0.983267 
rand_0828 0.279215 -46.290587 -2.101019 -0.070392 
rand_0829 0.920000 -39.506000 -2.358301 -0.095675 
rand_0830 1.100000 -53.586679 -5.539029 -0.970444 
rand_0831 1.385286 -35.513198 -0.743903 -0.004260 
rand_0832 0.483562 -23.089947 -2.582289 -0.122474 
rand_0833 0.871972 -43.201311 -1.811510 -0.047254 
rand_0834 0.230000 -32.820177 -1.720679 -0.041113 
rand_0835 1.107831 -30.444013 -0.272404 -0.000283 
rand_0836 1.156763 -17.393409 -4.277881 -0.485591 
rand_0837 1.179992 -24.933151 -3.847852 -0.361515 
rand_0838 0.820000 -56.544193 -4.545390 -0.570574 
rand_0839 1.038562 -13.520081 -2.639001 -0.132598 
rand_0840 0.780000 -42.126222 -4.367077 -0.502611 
rand_0841 1.100000 -59.264448 -3.483852 -0.270607 
rand_0842 0.830000 -28.904253 -5.273071 -0.841253 
rand_0843 1.245435 -19.705239 -2.301178 -0.090699 
rand_0844 1.080000 -48.566631 -5.919052 -1.149664 
rand_0845 0.430000 -40.096628 -4.463525 -0.532410 
rand_0846 0.620000 -59.828209 -6.120880 -1.248499 
rand_0847 0.520000 -27.293406 -3.358331 -0.252404 
rand_0848 1.278745 -47.391246 -1.238962 -0.016750 
rand_0849 1.313574 -31.186592 -1.694853 -0.038948 
rand_0850 0.990000 -16.410081 -0.944864 -0.008126 
rand_0851 1.110000 -49.796311 -4.537384 -0.567219 
rand_0852 0.180000 -28.212677 -0.986390 -0.009114 
rand_0853 0.330000 -14.228894 -3.527287 -0.288393 
rand_0854 0.370547 -30.856765 -0.792342 -0.005006 
rand_0855 1.050000 -42.819331 -4.683498 -0.619746 
rand_0856 0.683502 -27.483889 -1.558527 -0.031738 
rand_0857 0.396675 -47.346652 -1.653626 -0.036891 
rand_0858 0.960000 -38.032440 -5.667938 -1.023008 
rand_0859 0.830000 -47.769777 -3.079548 -0.197601 
rand_0860 1.227057 -26.673406 -0.668529 -0.003133 
rand_0861 1.100000 -49.742995 -5.456127 -0.930006 
rand_0862 1.301019 -41.067795 -1.964584 -0.058272 
rand_0863 0.570720 -38.774692 -0.968418 -0.008672 
rand_0864 0.900000 -19.554011 -8.939971 -3.519386 
rand_0865 1.140000 -25.850573 -3.324878 -0.242220 
rand_0866 0.614244 -22.163264 -2.668315 -0.131339 
rand_0867 0.860009 -27.222467 -3.495375 -0.274972 
rand_0868 0.964315 -28.917864 -2.072444 -0.067972 
rand_0869 0.892910 -26.595968 -2.549315 -0.117786 
rand_0870 1.060000 -34.893611 -5.593671 -0.974450 
rand_0871 0.616551 -42.278837 -0.464777 -0.001191 
rand_0872 0.310701 -34.528730 -3.293931 -0.233842 
rand_0873 0.635995 -31.587865 -0.427433 -0.000961 
rand_0874 1.010000 -24.748862 -2.083536 -0.069265 
rand_0875 0.720000 -12.597225 -4.139527 -0.442516 
rand_0876 0.420000 -35.249447 -2.291782 -0.087919 
rand_0877 1.040000 -53.630529 -4.371994 -0.504384 
rand_0878 0.870000 -58.811522 -1.183652 -0.015028 
rand_0879 1.035261 -47.462919 -3.226775 -0.223829 
rand_0880 0.600493 -45.800769 -1.152756 -0.014055 
rand_0881 1.350589 -23.126721 -1.506880 -0.029177 
rand_0882 1.308481 -37.255848 -1.334529 -0.020744 
rand_0883 0.588170 -25.223197 -0.720957 -0.003960 
rand_0884 0.937732 -48.459021 -3.325457 -0.245212 
rand_0885 0.510766 -46.868245 -3.899415 -0.376351 
rand_0886 1.010000 -19.267425 -1.229731 -0.016637 
rand_0887 0.616699 -17.747590 -4.011854 -0.405796 
rand_0888 0.170000 -54.248592 -0.651019 -0.003023 
rand_0889 0.646104 -19.198234 -2.689514 -0.137184 
rand_0890 0.880000 -50.023460 -3.475352 -0.274539 
rand_0891 0.860000 -20.337343 -5.594182 -0.987736 
rand_0892 0.890000 -13.067157 -7.646758 -2.283183 
rand_0893 0.790000 -55.284986 -6.615253 -1.559163 
rand_0894 0.880000 -28.608248 -4.044454 -0.414812 
rand_0895 0.750000 -53.010350 -3.288634 -0.237473 
rand_0896 1.090236 -18.850586 -2.644861 -0.132539 
rand_0897 0.168232 -27.420243 -2.073177 -0.067188 
rand_0898 0.920924 -42.581979 -2.365630 -0.096906 
rand_0899 0.790000 -10.806466 -4.354510 -0.493356 
rand_0900 1.381537 -28.003595 -2.123420 -0.073045 
rand_0901 1.070000 -42.798458 -2.809105 -0.152587 
rand_0902 0.743609 -17.740679 -2.418742 -0.102133 
rand_0903 0.880000 -53.785381 -0.913911 -0.007407 
rand_0904 1.014830 -25.237148 -0.837276 -0.005900 
rand_0905 0.800000 -33.943573 -4.324716 -0.494071 
rand_0906 0.740043 -28.941619 -3.450982 -0.266173 
rand_0907 0.840000 -20.109235 -4.033469 -0.414919 
rand_0908 0.750000 -13.340579 -2.256617 -0.085651 
rand_0909 0.548500 -23.292258 -0.579967 -0.002163 
rand_0910 0.187099 -44.977334 -1.595325 -0.033465 
rand_0911 0.939884 -45.212553 -2.738939 -0.143620 
rand_0912 1.369123 -14.255872 -1.030041 -0.010340 
rand_0913 1.060000 -44.430084 -3.281072 -0.233723 
rand_0914 0.999576 -18.488153 -1.160856 -0.014038 
rand_0915 0.747064 -40.874955 -1.486781 -0.027699 
rand_0916 0.960000 -55.992128 -3.482509 -0.273748 
rand_0917 0.850000 -41.882830 -3.003820 -0.182967 
rand_0918 1.151449 -23.258735 -2.900398 -0.168460 
rand_0919 1.187126 -28.721309 -1.551486 -0.031291 
rand_0920 1.070000 -34.846637 -3.722110 -0.333007 
rand_0921 0.580000 -41.042050 -2.404442 -0.100081 
rand_0922 0.980000 -42.877520 -3.069329 -0.198992 
rand_0923 0.505644 -10.151925 -1.508762 -0.028102 
rand_0924 1.090000 -37.601799 -6.764162 -1.640292 
rand_0925 0.680000 -39.597586 -4.691183 -0.607123 
rand_0926 1.156697 -36.815453 -3.108226 -0.201902 
rand_0927 1.240000 -17.634445 -1.804625 -0.045793 
